"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"Work","SKIN-1829","2025-10-22","19:33:18","19:53:56","00:20:38","+03:00","false","false"
"Work","SKIN-1829","2025-10-22","20:35:30","20:58:31","00:23:01","+03:00","false","false"
"Programming",,"2025-10-23","10:26:40","13:12:17","02:45:37","+03:00","false",
"Programming",,"2025-10-23","13:38:37","18:01:48","04:23:11","+03:00","false",
"Work","SCHOCH-1473","2025-10-23","20:53:22","22:02:54","01:09:32","+03:00","false","false"
"Work","Meeting","2025-10-24","10:01:29","10:41:06","00:39:37","+03:00","false","false"
"General CS",,"2025-10-24","11:40:09","13:59:19","02:19:10","+03:00","false",
"General CS","Concurrency","2025-10-24","15:58:04","16:41:45","00:43:41","+03:00","false","false"
"Programming",,"2025-10-24","17:31:41","18:08:56","00:37:15","+03:00","false",
"Programming",,"2025-10-24","20:33:53","21:48:54","01:15:01","+03:00","false",
"Programming",,"2025-10-24","23:13:40","23:33:24","00:19:44","+03:00","false",
"Work","SCHOCH-1473","2025-10-25","20:04:45","21:21:57","01:17:12","+03:00","false","false"
"Work",,"2025-10-25","21:22:00","21:22:01","00:00:01","+03:00","false",
"Work","SCHOCH-1470","2025-10-25","21:22:12","21:55:18","00:33:06","+03:00","false","false"
"Work","SCHOCH-1470","2025-10-26","08:37:08","10:04:04","01:26:56","+02:00","false","false"
"General CS","DBs","2025-10-26","10:57:13","11:04:31","00:07:18","+02:00","false","false"
"General CS",,"2025-10-26","11:47:42","12:12:53","00:25:11","+02:00","false",
"General CS",,"2025-10-26","13:10:54","15:16:29","02:05:35","+02:00","false",
"General CS","DBs","2025-10-26","15:17:24","17:12:38","01:55:14","+02:00","false","false"
"General CS",,"2025-10-26","19:05:42","19:59:52","00:54:10","+02:00","false",
"Programming","Competitive programming ","2025-10-26","21:53:02","22:20:21","00:27:19","+02:00","false","false"
"Programming","Os","2025-10-27","10:08:55","11:18:04","01:09:09","+02:00","false","false"
"Programming","Os","2025-10-27","16:04:12","17:02:16","00:58:04","+02:00","false","false"
"Work","BREAKA-211","2025-10-27","17:31:47","18:30:34","00:58:47","+02:00","false","false"
"Work","SKIN-1829","2025-10-27","19:55:47","20:42:02","00:46:15","+02:00","false","false"
"Programming","Competitive programming ","2025-10-27","21:37:49","22:01:43","00:23:54","+02:00","false","false"
"General CS",,"2025-10-28","10:07:55","11:46:00","01:38:05","+02:00","false",
"Work","SKIN-1829","2025-10-28","18:09:16","18:28:21","00:19:05","+02:00","false","false"
"Work","SKIN-1829","2025-10-28","19:00:31","21:24:42","02:24:11","+02:00","false","false"
"Programming","Competitive programming ","2025-10-28","22:24:24","23:04:57","00:40:33","+02:00","false","false"
"Programming","Os","2025-10-29","10:00:14","11:14:49","01:14:35","+02:00","false","false"
"Programming","Os","2025-10-29","11:50:43","13:00:49","01:10:06","+02:00","false","false"
"Work","SKIN-1829","2025-10-29","13:57:29","14:20:04","00:22:35","+02:00","false","false"
"Work","SKIN-1829","2025-10-29","15:36:20","17:51:58","02:15:38","+02:00","false","false"
"Programming","Os","2025-10-29","19:22:28","20:18:54","00:56:26","+02:00","false","false"
"Programming","Competitive programming ","2025-10-29","21:29:04","22:10:06","00:41:02","+02:00","false","false"
"Work","Meeting","2025-10-30","10:01:33","12:13:59","02:12:26","+02:00","false","false"
"Work","BREAKA-211","2025-10-30","13:23:25","13:42:38","00:19:13","+02:00","false","false"
"Work","BREAKA-211","2025-10-30","14:11:53","14:11:54","00:00:01","+02:00","false","false"
"Work","SKIN-1829","2025-10-30","14:11:55","14:27:37","00:15:42","+02:00","false","false"
"Work","SKIN-1829","2025-10-30","14:36:29","14:41:39","00:05:10","+02:00","false","false"
"Programming","Os","2025-10-30","15:54:02","16:00:08","00:06:06","+02:00","false","false"
"Programming","Os","2025-10-30","16:03:15","16:38:48","00:35:33","+02:00","false","false"
"Programming",,"2025-10-30","16:38:50","18:09:56","01:31:06","+02:00","false",
"Programming",,"2025-10-30","18:42:22","20:45:03","02:02:41","+02:00","false",
"Programming","Os","2025-10-31","11:41:30","12:27:22","00:45:52","+02:00","false","false"
"Programming","Os","2025-10-31","16:50:09","17:43:54","00:53:45","+02:00","false","false"
"Programming","Os","2025-10-31","19:41:14","21:34:39","01:53:25","+02:00","false","false"
"Programming","Competitive programming ","2025-10-31","22:22:56","22:59:29","00:36:33","+02:00","false","false"
"General CS","Concurrency","2025-11-01","11:16:23","11:16:36","00:00:13","+02:00","false","false"
"General CS","Concurrency","2025-11-01","11:16:50","12:10:28","00:53:38","+02:00","false","false"
"General CS","Concurrency","2025-11-01","15:49:49","16:59:23","01:09:34","+02:00","false","false"
"General CS",,"2025-11-01","17:58:19","20:33:36","02:35:17","+02:00","false",
"General CS","Concurrency","2025-11-01","19:03:13","19:03:14","00:00:01","+02:00","false","false"
"General CS","Concurrency","2025-11-02","11:33:22","13:09:45","01:36:23","+02:00","false","false"
"General CS","Concurrency","2025-11-02","13:13:05","13:37:34","00:24:29","+02:00","false","false"
"General CS","Concurrency","2025-11-02","14:06:03","14:37:29","00:31:26","+02:00","false","false"
"General CS","Concurrency","2025-11-02","14:48:30","15:00:57","00:12:27","+02:00","false","false"
"General CS","Concurrency","2025-11-02","15:18:20","16:03:14","00:44:54","+02:00","false","false"
"General CS","Concurrency","2025-11-02","16:59:51","17:59:50","00:59:59","+02:00","false","false"
"General CS","Concurrency","2025-11-02","19:06:10","20:00:13","00:54:03","+02:00","false","false"
"Programming","Competitive programming ","2025-11-02","20:52:16","21:34:49","00:42:33","+02:00","false","false"
"Programming","Os","2025-11-03","10:41:14","11:15:31","00:34:17","+02:00","false","false"
"Programming","Os","2025-11-03","11:46:54","13:00:54","01:14:00","+02:00","false","false"
"Programming","Os","2025-11-03","13:14:30","13:34:35","00:20:05","+02:00","false","false"
"Programming","Os","2025-11-03","13:38:05","16:03:03","02:24:58","+02:00","false","false"
"General CS","C++","2025-11-03","19:12:04","19:26:36","00:14:32","+02:00","false","false"
"General CS","C++","2025-11-03","19:56:01","20:26:23","00:30:22","+02:00","false","false"
"Programming","Os","2025-11-03","20:26:24","20:26:27","00:00:03","+02:00","false","false"
"General CS","Concurrency","2025-11-03","20:26:34","20:26:58","00:00:24","+02:00","false","false"
"Programming","Competitive programming ","2025-11-03","21:19:28","21:44:32","00:25:04","+02:00","false","false"
"General CS","Concurrency","2025-11-04","10:17:32","10:32:37","00:15:05","+02:00","false","false"
"Programming","Competitive programming ","2025-11-04","10:32:24","10:32:25","00:00:01","+02:00","false","false"
"General CS",,"2025-11-04","11:35:01","13:04:13","01:29:12","+02:00","false",
"General CS","Concurrency","2025-11-04","14:32:18","15:38:05","01:05:47","+02:00","false","false"
"General CS","Concurrency","2025-11-04","16:06:32","18:52:59","02:46:27","+02:00","false","false"
"Work","BREAKA-220","2025-11-04","20:05:11","20:38:47","00:33:36","+02:00","false","false"
"Programming","Competitive programming ","2025-11-04","21:44:32","22:12:53","00:28:21","+02:00","false","false"
"General CS","Concurrency","2025-11-05","08:31:25","09:10:06","00:38:41","+02:00","false","false"
"General CS","Concurrency","2025-11-05","09:55:23","11:15:00","01:19:37","+02:00","false","false"
"General CS","Concurrency","2025-11-05","11:53:20","12:17:25","00:24:05","+02:00","false","false"
"General CS","Concurrency","2025-11-05","12:36:48","13:09:06","00:32:18","+02:00","false","false"
"General CS","Concurrency","2025-11-05","15:56:22","16:14:57","00:18:35","+02:00","false","false"
"General CS","Concurrency","2025-11-05","16:58:30","18:18:48","01:20:18","+02:00","false","false"
"General CS","Concurrency","2025-11-05","19:23:23","19:49:22","00:25:59","+02:00","false","false"
"General CS","Concurrency","2025-11-05","20:09:55","22:36:01","02:26:06","+02:00","false","false"
"Work","SCHOCH-1400","2025-11-06","08:52:40","10:00:38","01:07:58","+02:00","false","false"
"General CS","Concurrency","2025-11-06","13:07:31","13:47:44","00:40:13","+02:00","false","false"
"General CS",,"2025-11-06","14:33:52","15:49:17","01:15:25","+02:00","false",
"Programming","Trading Infrastructure","2025-11-06","15:49:55","16:55:29","01:05:34","+02:00","false","false"
"General CS","Concurrency","2025-11-06","17:12:49","18:07:10","00:54:21","+02:00","false","false"
"General CS",,"2025-11-06","18:07:49","19:46:13","01:38:24","+02:00","false",
"General CS",,"2025-11-06","19:55:36","20:16:19","00:20:43","+02:00","false",
"Programming","Competitive programming ","2025-11-06","22:07:14","22:31:28","00:24:14","+02:00","false","false"
"General CS","Concurrency","2025-11-07","13:13:18","13:22:26","00:09:08","+02:00","false","false"
"General CS","Concurrency","2025-11-07","14:19:21","14:31:35","00:12:14","+02:00","false","false"
"General CS","Concurrency","2025-11-07","15:30:25","16:00:03","00:29:38","+02:00","false","false"
"General CS","Concurrency","2025-11-07","17:29:07","17:36:41","00:07:34","+02:00","false","false"
"General CS","Concurrency","2025-11-07","19:36:04","21:06:19","01:30:15","+02:00","false","false"
"General CS","Concurrency","2025-11-07","21:30:20","22:11:36","00:41:16","+02:00","false","false"
"Programming","Competitive programming ","2025-11-07","22:11:37","22:58:44","00:47:07","+02:00","false","false"
"General CS","Concurrency","2025-11-08","08:47:13","09:16:39","00:29:26","+02:00","false","false"
"General CS","Concurrency","2025-11-08","09:27:31","10:28:45","01:01:14","+02:00","false","false"
"General CS","Concurrency","2025-11-08","11:13:06","11:48:47","00:35:41","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-08","13:23:57","14:11:14","00:47:17","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-08","17:58:21","19:04:57","01:06:36","+02:00","false","false"
"Programming","Competitive programming ","2025-11-08","22:30:45","23:26:18","00:55:33","+02:00","false","false"
"Programming","Competitive programming ","2025-11-09","11:05:00","13:22:14","02:17:14","+02:00","false","false"
"General CS","Concurrency","2025-11-09","14:34:29","14:37:15","00:02:46","+02:00","false","false"
"Programming","SPMC Queue","2025-11-09","14:52:08","15:35:14","00:43:06","+02:00","false","false"
"Programming","SPMC Queue","2025-11-09","15:41:44","16:06:16","00:24:32","+02:00","false","false"
"Programming","SPMC Queue","2025-11-09","16:18:19","16:21:49","00:03:30","+02:00","false","false"
"Programming","SPMC Queue","2025-11-09","17:18:46","17:35:23","00:16:37","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-09","20:17:10","21:16:31","00:59:21","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-10","10:09:09","11:24:45","01:15:36","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-10","11:28:36","12:23:59","00:55:23","+02:00","false","false"
"General CS",,"2025-11-10","12:50:34","12:59:38","00:09:04","+02:00","false",
"General CS",,"2025-11-10","17:08:00","18:00:37","00:52:37","+02:00","false",
"General CS",,"2025-11-10","19:34:30","19:34:32","00:00:02","+02:00","false",
"General CS","Performace oriented programming ","2025-11-10","19:34:33","20:32:40","00:58:07","+02:00","false","false"
"General CS",,"2025-11-10","20:42:18","21:02:23","00:20:05","+02:00","false",
"Programming","Competitive programming ","2025-11-10","21:32:09","22:32:17","01:00:08","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-11","11:03:52","11:14:20","00:10:28","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-11","11:31:57","14:00:56","02:28:59","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-11","16:00:15","16:10:18","00:10:03","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-11","16:32:57","18:02:37","01:29:40","+02:00","false","false"
"Programming","Competitive programming ","2025-11-11","19:35:32","20:23:12","00:47:40","+02:00","false","false"
"Programming","Competitive programming ","2025-11-11","21:15:24","21:47:42","00:32:18","+02:00","false","false"
"Programming","Competitive programming ","2025-11-11","21:51:24","22:27:28","00:36:04","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","09:37:49","10:12:25","00:34:36","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","10:34:11","10:53:55","00:19:44","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","11:35:26","11:37:27","00:02:01","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","11:44:50","12:22:46","00:37:56","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","14:37:42","15:00:32","00:22:50","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-12","16:29:50","18:03:14","01:33:24","+02:00","false","false"
"Programming",,"2025-11-12","18:22:58","19:16:26","00:53:28","+02:00","false",
"Programming",,"2025-11-12","19:36:40","19:46:47","00:10:07","+02:00","false",
"Work","SCHOCH-1307","2025-11-12","20:18:12","20:35:42","00:17:30","+02:00","false","false"
"Programming","Competitive programming ","2025-11-12","21:48:54","22:36:02","00:47:08","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-13","10:37:27","11:16:57","00:39:30","+02:00","false","false"
"Work","SCHOCH-1307","2025-11-13","12:22:39","13:13:30","00:50:51","+02:00","false","false"
"General CS",,"2025-11-13","13:13:34","13:13:35","00:00:01","+02:00","false",
"General CS","Performace oriented programming ","2025-11-13","13:13:36","14:03:40","00:50:04","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-13","14:47:42","16:26:09","01:38:27","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-13","19:16:48","19:37:48","00:21:00","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-13","19:54:10","20:55:45","01:01:35","+02:00","false","false"
"Programming","Competitive programming ","2025-11-13","21:21:20","22:19:35","00:58:15","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","10:02:33","10:40:43","00:38:10","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","11:41:12","12:43:48","01:02:36","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","12:52:20","12:59:16","00:06:56","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","13:23:14","14:05:54","00:42:40","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","15:57:25","17:07:24","01:09:59","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-14","17:57:13","18:58:09","01:00:56","+02:00","false","false"
"General CS",,"2025-11-14","20:40:28","21:01:28","00:21:00","+02:00","false",
"Programming","Competitive programming ","2025-11-14","21:05:01","21:42:36","00:37:35","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-15","10:32:27","10:55:02","00:22:35","+02:00","false","false"
"Programming","Competitive programming ","2025-11-15","10:55:03","10:55:07","00:00:04","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-15","11:58:25","13:36:04","01:37:39","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-15","14:03:16","14:39:11","00:35:55","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-15","15:59:04","17:18:08","01:19:04","+02:00","false","false"
"General CS","C++","2025-11-15","17:37:17","18:54:18","01:17:01","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-15","21:20:27","21:20:36","00:00:09","+02:00","false","false"
"Programming","Competitive programming ","2025-11-15","21:20:37","22:39:40","01:19:03","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","09:48:26","10:54:37","01:06:11","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","11:31:40","11:59:46","00:28:06","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","12:18:45","13:00:12","00:41:27","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","13:52:04","13:52:59","00:00:55","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","14:38:04","15:51:54","01:13:50","+02:00","false","false"
"Work","KLOTZ-541","2025-11-16","17:01:48","17:51:55","00:50:07","+02:00","false","false"
"Work","KLOTZ-541","2025-11-16","17:53:38","18:21:31","00:27:53","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","18:45:37","18:50:42","00:05:05","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","19:23:00","20:08:59","00:45:59","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-16","21:13:28","21:38:24","00:24:56","+02:00","false","false"
"Programming","Competitive programming ","2025-11-16","22:16:47","22:41:54","00:25:07","+02:00","false","false"
"Work","KLOTZ-542","2025-11-17","09:22:08","09:52:14","00:30:06","+02:00","false","false"
"Work","Meeting","2025-11-17","10:03:06","10:32:05","00:28:59","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-17","11:36:52","13:02:31","01:25:39","+02:00","false","false"
"General CS","Networking","2025-11-17","13:49:10","14:47:57","00:58:47","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-17","18:28:51","19:02:58","00:34:07","+02:00","false","false"
"General CS","Networking","2025-11-17","19:36:23","19:40:21","00:03:58","+02:00","false","false"
"General CS","Networking","2025-11-17","19:40:25","19:48:40","00:08:15","+02:00","false","false"
"General CS","Networking","2025-11-17","20:04:03","20:14:07","00:10:04","+02:00","false","false"
"General CS","Networking","2025-11-17","20:19:06","20:36:15","00:17:09","+02:00","false","false"
"General CS","Networking","2025-11-17","20:37:22","20:48:34","00:11:12","+02:00","false","false"
"Programming","Competitive programming ","2025-11-17","21:30:42","22:01:08","00:30:26","+02:00","false","false"
"Work","SCHOCH-1307","2025-11-18","09:17:31","10:07:37","00:50:06","+02:00","false","false"
"Work","SCHOCH-1307","2025-11-18","12:06:38","12:32:27","00:25:49","+02:00","false","false"
"General CS","Networking","2025-11-18","15:28:46","16:36:28","01:07:42","+02:00","false","false"
"Programming","Trading Infrastructure","2025-11-18","16:36:33","18:33:40","01:57:07","+02:00","false","false"
"Programming","Trading Infrastructure","2025-11-18","18:53:10","19:01:58","00:08:48","+02:00","false","false"
"Programming","Trading Infrastructure","2025-11-18","19:29:50","20:03:08","00:33:18","+02:00","false","false"
"Programming","Competitive programming ","2025-11-18","22:06:34","22:56:18","00:49:44","+02:00","false","false"
"Programming","Os","2025-11-19","08:23:39","09:07:14","00:43:35","+02:00","false","false"
"General CS","Networking","2025-11-19","12:34:11","13:26:02","00:51:51","+02:00","false","false"
"General CS","Networking","2025-11-19","13:54:25","15:18:05","01:23:40","+02:00","false","false"
"General CS","Networking","2025-11-19","16:00:02","16:44:06","00:44:04","+02:00","false","false"
"Programming","Os","2025-11-19","17:20:57","17:20:58","00:00:01","+02:00","false","false"
"Programming",,"2025-11-19","17:21:01","19:08:11","01:47:10","+02:00","false",
"Work","KLOTZ-549","2025-11-19","20:52:54","21:20:29","00:27:35","+02:00","false","false"
"Programming","Competitive programming ","2025-11-19","21:44:45","22:02:13","00:17:28","+02:00","false","false"
"General CS","Networking","2025-11-20","12:25:44","13:32:46","01:07:02","+02:00","false","false"
"General CS","Networking","2025-11-20","14:21:52","16:03:30","01:41:38","+02:00","false","false"
"Work","KLOTZ-549","2025-11-20","16:03:45","16:28:42","00:24:57","+02:00","false","false"
"General CS",,"2025-11-20","17:08:17","17:28:24","00:20:07","+02:00","false",
"General CS","Networking","2025-11-20","17:28:15","17:28:16","00:00:01","+02:00","false","false"
"General CS","Networking","2025-11-20","18:04:49","18:08:07","00:03:18","+02:00","false","false"
"Work","KLOTZ-549","2025-11-20","18:19:24","18:29:18","00:09:54","+02:00","false","false"
"General CS",,"2025-11-20","19:04:42","19:40:48","00:36:06","+02:00","false",
"General CS",,"2025-11-20","20:19:52","20:30:46","00:10:54","+02:00","false",
"Programming","Competitive programming ","2025-11-20","21:32:53","22:23:54","00:51:01","+02:00","false","false"
"Programming","Os","2025-11-21","11:53:24","12:52:47","00:59:23","+02:00","false","false"
"General CS","Networking","2025-11-21","16:06:19","16:27:45","00:21:26","+02:00","false","false"
"General CS","Networking","2025-11-21","18:38:27","19:03:32","00:25:05","+02:00","false","false"
"Programming","Competitive programming ","2025-11-21","19:09:08","19:46:45","00:37:37","+02:00","false","false"
"Programming",,"2025-11-22","10:40:44","13:16:52","02:36:08","+02:00","false",
"General CS","Networking","2025-11-22","16:10:03","16:44:34","00:34:31","+02:00","false","false"
"General CS","Networking","2025-11-22","17:31:54","17:44:32","00:12:38","+02:00","false","false"
"General CS","Networking","2025-11-22","17:53:45","19:14:26","01:20:41","+02:00","false","false"
"General CS","Networking","2025-11-22","19:19:46","19:28:33","00:08:47","+02:00","false","false"
"Programming","Competitive programming ","2025-11-22","21:26:05","23:30:59","02:04:54","+02:00","false","false"
"General CS","Networking","2025-11-23","11:15:29","13:01:55","01:46:26","+02:00","false","false"
"General CS","Networking","2025-11-23","14:23:59","14:36:30","00:12:31","+02:00","false","false"
"General CS","Networking","2025-11-23","14:42:37","14:56:12","00:13:35","+02:00","false","false"
"General CS","Networking","2025-11-23","15:49:52","16:27:55","00:38:03","+02:00","false","false"
"General CS",,"2025-11-23","16:27:57","16:36:26","00:08:29","+02:00","false",
"General CS","Networking","2025-11-23","16:36:27","17:09:44","00:33:17","+02:00","false","false"
"Programming","Competitive programming ","2025-11-23","19:13:14","19:39:52","00:26:38","+02:00","false","false"
"General CS","Networking","2025-11-23","19:55:48","20:39:39","00:43:51","+02:00","false","false"
"General CS","Networking","2025-11-23","21:32:07","21:45:18","00:13:11","+02:00","false","false"
"General CS","Networking","2025-11-24","10:14:16","10:21:01","00:06:45","+02:00","false","false"
"General CS","Networking","2025-11-24","10:35:28","10:47:20","00:11:52","+02:00","false","false"
"General CS","Networking","2025-11-24","11:44:03","12:59:43","01:15:40","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-24","17:28:51","19:32:09","02:03:18","+02:00","false","false"
"Work","SKIN-1859","2025-11-24","20:07:58","20:26:03","00:18:05","+02:00","false","false"
"Programming",,"2025-11-24","20:26:08","21:42:03","01:15:55","+02:00","false",
"Programming","Competitive programming ","2025-11-24","22:03:44","22:37:02","00:33:18","+02:00","false","false"
"Programming",,"2025-11-25","10:10:45","11:54:52","01:44:07","+02:00","false",
"General CS","Networking","2025-11-25","12:45:12","13:05:50","00:20:38","+02:00","false","false"
"General CS","Networking","2025-11-25","13:38:34","13:59:10","00:20:36","+02:00","false","false"
"General CS","Networking","2025-11-25","16:27:06","17:56:05","01:28:59","+02:00","false","false"
"General CS",,"2025-11-25","18:16:07","18:28:55","00:12:48","+02:00","false",
"General CS","Networking","2025-11-25","18:49:02","19:15:31","00:26:29","+02:00","false","false"
"Programming","Competitive programming ","2025-11-25","20:08:53","20:11:15","00:02:22","+02:00","false","false"
"Programming","Competitive programming ","2025-11-25","20:56:02","22:08:42","01:12:40","+02:00","false","false"
"General CS","Networking","2025-11-26","08:42:30","08:58:57","00:16:27","+02:00","false","false"
"General CS","Networking","2025-11-26","09:21:11","09:36:22","00:15:11","+02:00","false","false"
"General CS","Networking","2025-11-26","10:09:46","10:17:17","00:07:31","+02:00","false","false"
"General CS","Networking","2025-11-26","11:25:05","11:39:39","00:14:34","+02:00","false","false"
"General CS","Networking","2025-11-26","11:46:44","11:55:37","00:08:53","+02:00","false","false"
"Work",,"2025-11-26","11:55:39","13:08:39","01:13:00","+02:00","false",
"Work","SKIN-1859","2025-11-26","14:16:35","14:16:39","00:00:04","+02:00","false","false"
"Work","SKIN-1859","2025-11-26","14:16:55","14:17:00","00:00:05","+02:00","false","false"
"Work","SKIN-1862","2025-11-26","14:17:16","14:28:23","00:11:07","+02:00","false","false"
"General CS","Networking","2025-11-26","15:07:51","16:29:01","01:21:10","+02:00","false","false"
"General CS","Networking","2025-11-26","17:01:14","17:44:39","00:43:25","+02:00","false","false"
"General CS","Networking","2025-11-26","17:55:14","18:29:09","00:33:55","+02:00","false","false"
"Work","SKIN-1862","2025-11-26","19:30:46","20:27:59","00:57:13","+02:00","false","false"
"Programming","Competitive programming ","2025-11-26","20:28:06","21:11:51","00:43:45","+02:00","false","false"
"General CS","Networking","2025-11-27","10:08:00","10:35:17","00:27:17","+02:00","false","false"
"Work","SKIN-1862","2025-11-27","10:49:40","11:14:59","00:25:19","+02:00","false","false"
"General CS","Networking","2025-11-27","11:14:43","11:29:54","00:15:11","+02:00","false","false"
"General CS","Networking","2025-11-27","11:37:35","11:37:36","00:00:01","+02:00","false","false"
"General CS",,"2025-11-27","11:37:38","11:44:54","00:07:16","+02:00","false",
"General CS","Networking","2025-11-27","11:44:55","13:00:21","01:15:26","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-27","15:20:22","16:18:05","00:57:43","+02:00","false","false"
"General CS","Networking","2025-11-27","16:18:16","16:24:24","00:06:08","+02:00","false","false"
"General CS",,"2025-11-27","16:24:28","19:06:07","02:41:39","+02:00","false",
"Programming","Competitive programming ","2025-11-27","20:56:20","22:00:04","01:03:44","+02:00","false","false"
"Programming","Competitive programming ","2025-11-28","08:41:37","09:47:42","01:06:05","+02:00","false","false"
"General CS",,"2025-11-28","10:30:32","10:34:29","00:03:57","+02:00","false",
"General CS","Networking","2025-11-28","10:34:31","10:56:59","00:22:28","+02:00","false","false"
"General CS","Networking","2025-11-28","12:05:27","12:40:02","00:34:35","+02:00","false","false"
"General CS","Networking","2025-11-28","13:07:28","13:30:09","00:22:41","+02:00","false","false"
"General CS","Networking","2025-11-28","13:44:02","13:44:05","00:00:03","+02:00","false","false"
"General CS","Networking","2025-11-28","14:10:22","14:18:31","00:08:09","+02:00","false","false"
"General CS","Networking","2025-11-28","14:49:55","15:03:09","00:13:14","+02:00","false","false"
"General CS","Networking","2025-11-28","16:42:40","16:42:43","00:00:03","+02:00","false","false"
"General CS",,"2025-11-28","16:42:44","17:46:22","01:03:38","+02:00","false",
"General CS","Performace oriented programming ","2025-11-28","18:40:02","18:40:19","00:00:17","+02:00","false","false"
"General CS","Performace oriented programming ","2025-11-28","19:17:41","20:30:55","01:13:14","+02:00","false","false"
"Programming","Competitive programming ","2025-11-28","21:38:31","23:11:58","01:33:27","+02:00","false","false"
"Programming",,"2025-11-29","10:11:03","13:02:28","02:51:25","+02:00","false",
"Programming",,"2025-11-29","13:38:51","15:37:54","01:59:03","+02:00","false",
"Programming","Competitive programming ","2025-11-29","16:35:45","18:30:54","01:55:09","+02:00","false","false"
"Programming","Competitive programming ","2025-11-29","19:01:32","19:52:09","00:50:37","+02:00","false","false"
"Programming",,"2025-11-29","20:20:17","20:52:06","00:31:49","+02:00","false",
"Programming",,"2025-11-29","21:00:01","22:09:55","01:09:54","+02:00","false",
"General CS",,"2025-11-30","09:57:48","13:06:44","03:08:56","+02:00","false",
"General CS",,"2025-11-30","13:58:13","14:58:05","00:59:52","+02:00","false",
"General CS",,"2025-11-30","15:21:19","16:58:54","01:37:35","+02:00","false",
"Programming",,"2025-11-30","17:40:20","17:57:56","00:17:36","+02:00","false",
"Programming",,"2025-11-30","17:58:16","20:00:56","02:02:40","+02:00","false",
"Work","SKIN-1862","2025-11-30","20:29:14","21:23:52","00:54:38","+02:00","false","false"
"Programming","Competitive programming ","2025-11-30","21:23:53","21:40:34","00:16:41","+02:00","false","false"
"Programming","Competitive programming ","2025-11-30","21:40:36","21:44:51","00:04:15","+02:00","false","false"
"Work","SKIN-1862","2025-11-30","21:44:52","22:23:42","00:38:50","+02:00","false","false"
"General CS","Networking","2025-12-01","10:30:10","10:42:54","00:12:44","+02:00","false","false"
"Programming",,"2025-12-01","11:23:57","12:30:27","01:06:30","+02:00","false",
"General CS","Networking","2025-12-01","15:40:56","16:39:03","00:58:07","+02:00","false","false"
"Work","ENTRY-468","2025-12-01","18:44:24","19:19:42","00:35:18","+02:00","false","false"
"Work","ENTRY-468","2025-12-01","19:20:39","20:11:24","00:50:45","+02:00","false","false"
"Work","ENTRY-468","2025-12-01","20:16:59","20:33:25","00:16:26","+02:00","false","false"
"Programming",,"2025-12-01","20:50:06","21:42:44","00:52:38","+02:00","false",
"Programming","Competitive programming ","2025-12-01","22:23:54","22:28:46","00:04:52","+02:00","false","false"
"Programming",,"2025-12-02","10:02:35","11:08:05","01:05:30","+02:00","false",
"General CS","Networking","2025-12-02","12:38:24","13:58:59","01:20:35","+02:00","false","false"
